customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-00441,Female,0,No,No,11,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),114.87,1249.89,Yes
CUST-00442,Male,0,No,Yes,17,Yes,No,DSL,Yes,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),74.01,1204.72,Yes
CUST-00443,Female,0,No,No,5,Yes,No phone service,DSL,No,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,64.42,317.01,Yes
CUST-00444,Female,1,Yes,No,42,Yes,No phone service,DSL,Yes,Yes,No internet service,Yes,No internet service,No,One year,No,Credit card (automatic),31.66,1265.57,No
CUST-00445,Male,0,No,No,34,Yes,No phone service,DSL,Yes,No,No internet service,Yes,Yes,No,Month-to-month,No,Electronic check,100.64,3348.35,No
CUST-00446,Male,0,Yes,Yes,53,Yes,No,No,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,56.13,2774.32,No
CUST-00447,Female,0,No,No,61,Yes,No phone service,No,No,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Mailed check,89.53,5360.37,Yes
CUST-00448,Male,1,Yes,No,68,Yes,No phone service,DSL,No,No,No internet service,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),38.15,2438.99,No
CUST-00449,Female,0,No,No,15,Yes,No phone service,No,No,No internet service,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),22.27,319.31,Yes
CUST-00450,Female,0,No,No,7,Yes,No phone service,No,No internet service,No,No,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),49.16,315.76,Yes
CUST-00451,Female,0,Yes,No,30,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),46.7,1389.85,No
CUST-00452,Female,1,No,No,9,Yes,No,DSL,Yes,No,No internet service,No internet service,No internet service,No,One year,No,Mailed check,107.09,935.04,Yes
CUST-00453,Female,0,No,No,55,Yes,No,No,No internet service,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,106.2,5758.56,No
CUST-00454,Male,0,No,No,69,Yes,Yes,No,No internet service,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,72.46,4603.69,No
CUST-00455,Male,1,Yes,Yes,19,Yes,No phone service,DSL,Yes,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,19.94,343.54,Yes
CUST-00456,Female,0,No,No,4,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,41.29,154.21,Yes
CUST-00457,Female,0,Yes,Yes,22,Yes,No phone service,DSL,Yes,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,83.18,1741.52,No
CUST-00458,Male,0,No,No,8,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No internet service,One year,No,Electronic check,28.34,222.24,No
CUST-00459,Male,0,No,No,57,Yes,No,No,No internet service,No internet service,No,Yes,No internet service,No internet service,Two year,No,Credit card (automatic),89.46,4792.11,No
CUST-00460,Female,0,Yes,No,58,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No internet service,Two year,Yes,Mailed check,19.22,1033.38,No
CUST-00461,Male,0,No,No,53,Yes,No,Fiber optic,Yes,No internet service,No,No,Yes,No internet service,One year,No,Bank transfer (automatic),87.62,4352.48,No
CUST-00462,Female,0,No,No,45,Yes,No,DSL,Yes,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,104.14,4547.4,Yes
CUST-00463,Male,0,Yes,Yes,21,Yes,Yes,No,Yes,No,No internet service,Yes,No internet service,Yes,Two year,Yes,Mailed check,65.86,1291.25,No
CUST-00464,Female,1,No,No,63,Yes,No,DSL,No,Yes,Yes,Yes,No,No internet service,Two year,Yes,Mailed check,102.57,6448.45,No
CUST-00465,Male,0,Yes,No,7,Yes,No phone service,DSL,No,No internet service,No,No internet service,No internet service,Yes,Two year,No,Electronic check,97.72,627.61,Yes
CUST-00466,Female,1,Yes,Yes,19,Yes,No,No,Yes,No,Yes,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,86.48,1602.55,Yes
CUST-00467,Male,0,Yes,Yes,50,Yes,Yes,DSL,No,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),63.41,3040.24,No
CUST-00468,Male,1,No,No,38,Yes,No phone service,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,45.73,1604.47,No
CUST-00469,Female,0,Yes,No,36,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,105.81,3715.31,No
CUST-00470,Male,0,Yes,No,49,Yes,No phone service,DSL,No internet service,Yes,No internet service,No internet service,No,Yes,One year,No,Electronic check,84.16,3896.01,No
CUST-00471,Female,0,No,No,33,Yes,No,No,Yes,No internet service,No internet service,No internet service,Yes,No internet service,Two year,No,Electronic check,99.4,3176.02,No
CUST-00472,Male,1,Yes,Yes,32,Yes,Yes,DSL,Yes,Yes,No internet service,No internet service,No internet service,Yes,One year,No,Electronic check,74.3,2297.3,No
CUST-00473,Female,0,No,No,30,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),35.53,971.1,Yes
CUST-00474,Male,0,No,No,53,Yes,No,DSL,Yes,No internet service,No,No,No,No,Month-to-month,Yes,Electronic check,117.9,6148.71,No
CUST-00475,Female,0,No,No,43,Yes,No phone service,DSL,No internet service,No,Yes,No internet service,Yes,No,One year,No,Bank transfer (automatic),36.64,1525.34,No
CUST-00476,Male,0,No,No,33,Yes,Yes,DSL,Yes,No,No,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),110.95,3581.02,No
CUST-00477,Female,0,Yes,No,70,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),39.23,2594.45,No
CUST-00478,Male,0,Yes,No,61,Yes,Yes,No,Yes,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,56.12,3147.76,No
CUST-00479,Female,0,Yes,No,22,No,Yes,No,No internet service,No internet service,No,Yes,No,No internet service,Two year,No,Bank transfer (automatic),62.89,1290.36,Yes
CUST-00480,Female,0,Yes,Yes,45,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No internet service,Two year,No,Electronic check,111.98,4989.45,No
CUST-00481,Female,0,Yes,No,55,No,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),108.6,5935.98,Yes
CUST-00482,Male,0,No,No,6,No,No,DSL,No internet service,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,101.97,580.12,Yes
CUST-00483,Female,0,Yes,No,60,Yes,Yes,No,Yes,No,No,No internet service,No,No,One year,No,Mailed check,56.42,3147.83,No
CUST-00484,Male,0,Yes,Yes,2,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Mailed check,18.46,35.92,No
CUST-00485,Female,0,Yes,No,37,Yes,Yes,No,No internet service,Yes,No internet service,No internet service,No internet service,No,One year,No,Bank transfer (automatic),87.52,3162.46,No
CUST-00486,Male,0,No,Yes,33,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),59.92,1940.87,No
CUST-00487,Female,0,No,No,43,Yes,No,Fiber optic,No,Yes,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),95.22,3697.74,Yes
CUST-00488,Male,0,Yes,No,29,No,No,No,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,99.07,2588.52,No
CUST-00489,Male,0,No,No,16,Yes,No phone service,No,No,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),62.85,940.96,Yes
CUST-00490,Female,0,Yes,Yes,58,Yes,No phone service,DSL,No internet service,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.31,5006.4,Yes
CUST-00491,Male,0,Yes,No,9,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),103.67,914.83,No
CUST-00492,Male,0,No,No,17,Yes,No phone service,No,No,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),112.7,1826.4,Yes
CUST-00493,Female,0,No,No,44,Yes,No phone service,DSL,No,No internet service,No,No,No,Yes,Two year,No,Mailed check,77.41,3346.55,No
CUST-00494,Male,0,Yes,No,58,Yes,No,No,No,No,No internet service,Yes,No,Yes,Two year,No,Bank transfer (automatic),97.4,5184.22,No
CUST-00495,Male,0,Yes,No,61,Yes,Yes,DSL,No,No internet service,Yes,No,Yes,Yes,Two year,No,Mailed check,68.45,4019.8,No
CUST-00496,Male,0,No,No,58,Yes,No,No,Yes,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,22.25,1236.32,No
CUST-00497,Female,0,Yes,Yes,48,Yes,Yes,No,No,Yes,Yes,Yes,No,No internet service,One year,No,Electronic check,33.83,1516.73,No
CUST-00498,Male,0,No,Yes,62,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),31.08,1833.9,No
CUST-00499,Female,1,Yes,No,31,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,35.52,1055.87,No
CUST-00500,Male,0,No,No,9,Yes,No,DSL,Yes,No,No internet service,No internet service,No internet service,No,Two year,Yes,Electronic check,19.04,169.47,No
CUST-00501,Male,0,Yes,No,10,Yes,No phone service,Fiber optic,No,No,No internet service,No,Yes,No,Month-to-month,No,Credit card (automatic),105.59,956.18,Yes
CUST-00502,Male,0,Yes,Yes,69,Yes,No phone service,No,No,Yes,Yes,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),75.14,5093.09,No
CUST-00503,Female,0,No,Yes,61,Yes,No phone service,No,No internet service,No,No,No internet service,No,No internet service,One year,No,Bank transfer (automatic),57.08,3474.97,No
CUST-00504,Male,0,Yes,No,46,Yes,Yes,DSL,Yes,No,No,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,59.8,2677.02,No
CUST-00505,Male,0,Yes,Yes,33,Yes,No,DSL,No internet service,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),65.26,2097.02,Yes
CUST-00506,Female,0,No,No,16,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,25.54,376.68,Yes
CUST-00507,Male,0,Yes,Yes,53,Yes,No phone service,Fiber optic,Yes,No internet service,No,No,No,Yes,One year,No,Electronic check,46.02,2322.73,No
CUST-00508,Female,0,Yes,No,39,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),104.87,3969.66,Yes
CUST-00509,Female,0,Yes,No,18,Yes,No,DSL,No internet service,No,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),93.85,1622.11,Yes
CUST-00510,Male,0,No,Yes,66,Yes,No,No,Yes,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,75.47,4674.75,No
CUST-00511,Female,0,No,No,52,Yes,No phone service,DSL,No internet service,No,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),67.03,3464.69,No
CUST-00512,Male,1,No,Yes,63,No,Yes,No,No internet service,No internet service,No,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),44.42,2662.45,No
CUST-00513,Female,0,Yes,No,46,Yes,No phone service,DSL,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,66.07,3030.06,No
CUST-00514,Female,0,Yes,No,5,Yes,No,DSL,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),78.98,377.68,No
CUST-00515,Male,0,Yes,No,15,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,90.69,1332.24,Yes
CUST-00516,Female,0,Yes,No,71,Yes,No phone service,No,No,No internet service,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),35.0,2420.89,No
CUST-00517,Female,1,No,No,17,Yes,No,DSL,No,Yes,No,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),100.94,1657.78,No
CUST-00518,Female,0,Yes,Yes,51,Yes,No phone service,DSL,No,No,No internet service,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),53.27,2449.02,Yes
CUST-00519,Female,1,Yes,Yes,47,Yes,No phone service,No,Yes,No,No,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),69.33,2957.89,No
CUST-00520,Female,0,Yes,No,42,Yes,No phone service,DSL,Yes,Yes,Yes,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),80.01,3219.78,Yes
CUST-00521,Male,1,No,No,38,No,Yes,No,No,No,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),67.79,2553.29,No
CUST-00522,Female,0,Yes,No,48,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),76.34,3518.17,No
CUST-00523,Male,0,Yes,No,11,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),29.38,298.49,Yes
CUST-00524,Female,0,Yes,No,9,Yes,No,No,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,62.08,520.74,Yes
CUST-00525,Male,0,Yes,No,70,Yes,No,Fiber optic,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,46.61,3139.75,Yes
CUST-00526,Male,0,Yes,No,54,Yes,Yes,No,Yes,Yes,No internet service,No,Yes,No,Month-to-month,No,Electronic check,26.77,1387.33,No
CUST-00527,Female,0,No,No,0,Yes,No phone service,DSL,Yes,No internet service,No,No internet service,Yes,No internet service,One year,Yes,Mailed check,37.55,0.0,No
CUST-00528,Female,0,Yes,No,48,Yes,No,DSL,No internet service,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),79.45,3634.01,No
CUST-00529,Female,0,Yes,Yes,35,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),38.06,1246.18,Yes
CUST-00530,Male,0,Yes,Yes,20,Yes,No phone service,DSL,Yes,No,No internet service,No,Yes,No internet service,One year,No,Bank transfer (automatic),36.47,694.75,No
CUST-00531,Female,0,Yes,Yes,36,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,Yes,No internet service,Two year,Yes,Electronic check,74.39,2620.79,No
CUST-00532,Male,0,Yes,Yes,23,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,No,No internet service,Month-to-month,No,Electronic check,110.28,2419.86,Yes
CUST-00533,Male,0,Yes,No,54,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,No,Yes,Two year,No,Electronic check,98.45,4958.01,No
CUST-00534,Male,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,110.32,2472.57,Yes
CUST-00535,Female,0,Yes,No,6,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No,No,Yes,Two year,Yes,Credit card (automatic),77.46,453.46,No
CUST-00536,Female,0,Yes,No,70,Yes,No phone service,DSL,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,59.81,3795.85,No
CUST-00537,Male,0,Yes,No,70,Yes,No,DSL,Yes,No internet service,No internet service,No,Yes,No internet service,Month-to-month,No,Electronic check,92.42,6000.21,No
CUST-00538,Male,0,No,Yes,23,Yes,Yes,No,Yes,No internet service,Yes,Yes,No internet service,No,One year,Yes,Mailed check,44.66,940.18,No
CUST-00539,Female,0,No,Yes,10,Yes,No,No,Yes,No internet service,No,No internet service,No,Yes,Two year,Yes,Credit card (automatic),25.96,258.16,No
CUST-00540,Male,0,No,Yes,72,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,No,Yes,Month-to-month,No,Bank transfer (automatic),53.15,3478.6,No
CUST-00541,Female,0,No,No,11,Yes,Yes,DSL,No,Yes,No internet service,No internet service,No internet service,Yes,One year,Yes,Mailed check,48.52,520.81,No
CUST-00542,Male,0,Yes,Yes,34,Yes,Yes,No,Yes,Yes,No,No internet service,Yes,No internet service,One year,No,Electronic check,86.9,2845.41,No
CUST-00543,Female,0,No,Yes,62,Yes,Yes,No,No,No internet service,Yes,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),74.24,4433.86,No
CUST-00544,Male,1,No,No,67,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),32.1,2099.82,No
CUST-00545,Female,0,Yes,No,56,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),110.67,5825.97,No
CUST-00546,Male,0,No,Yes,12,Yes,No phone service,No,No internet service,No,Yes,No,No internet service,No,Month-to-month,No,Mailed check,78.52,885.78,Yes
CUST-00547,Female,0,No,No,22,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),64.68,1321.75,Yes
CUST-00548,Female,0,Yes,No,38,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,Yes,Two year,No,Credit card (automatic),113.59,4142.79,No
CUST-00549,Male,0,Yes,No,11,Yes,No,DSL,No internet service,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),27.92,304.96,No
CUST-00550,Male,1,Yes,No,33,Yes,No phone service,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,98.54,3227.1,No
CUST-00551,Female,0,No,Yes,70,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),55.2,3749.22,No
CUST-00552,Male,0,No,Yes,30,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),88.93,2642.87,No
CUST-00553,Female,1,Yes,No,61,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,112.93,6863.6,Yes
CUST-00554,Male,0,Yes,No,12,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,70.81,832.31,No
CUST-00555,Female,0,No,No,30,Yes,No,DSL,No,Yes,No,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,20.31,573.22,Yes
CUST-00556,Female,0,Yes,No,1,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No,Month-to-month,No,Electronic check,20.94,19.86,Yes
CUST-00557,Female,0,No,No,14,Yes,Yes,DSL,No internet service,No,No,No,No,No internet service,Two year,Yes,Mailed check,51.72,719.1,No
CUST-00558,Female,0,Yes,No,56,No,Yes,No,Yes,No,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),97.73,5292.28,No
CUST-00559,Female,1,Yes,No,33,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),47.4,1536.15,No
CUST-00560,Female,0,No,No,67,Yes,No phone service,DSL,Yes,No,Yes,Yes,No internet service,No internet service,One year,Yes,Mailed check,52.12,3183.38,No
CUST-00561,Male,0,Yes,Yes,28,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,Yes,No,Two year,No,Bank transfer (automatic),98.01,2523.06,No
CUST-00562,Male,0,Yes,No,65,Yes,No phone service,DSL,No internet service,No,Yes,No,Yes,No internet service,One year,No,Bank transfer (automatic),29.85,1812.99,No
CUST-00563,Male,0,Yes,Yes,15,Yes,No,No,Yes,No,No,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),104.37,1438.47,No
CUST-00564,Female,0,No,Yes,38,Yes,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),45.11,1698.15,No
CUST-00565,Female,0,Yes,No,36,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),23.22,770.46,No
CUST-00566,Female,0,Yes,Yes,20,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No,Month-to-month,No,Electronic check,29.97,572.86,No
CUST-00567,Female,0,Yes,Yes,43,No,No phone service,Fiber optic,No,No internet service,No,Yes,No,No,Two year,No,Credit card (automatic),115.16,4499.01,No
CUST-00568,Male,0,Yes,Yes,18,Yes,Yes,DSL,No internet service,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),64.04,1055.31,Yes
CUST-00569,Male,0,Yes,No,70,Yes,No phone service,DSL,No,No internet service,No,Yes,No,No internet service,One year,Yes,Electronic check,44.16,2858.56,No
CUST-00570,Female,0,Yes,No,7,Yes,Yes,DSL,No,No,No internet service,No,No,No internet service,Two year,No,Electronic check,71.17,497.34,No
CUST-00571,Male,0,No,No,65,Yes,No,No,No internet service,No,Yes,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),87.6,5578.45,Yes
CUST-00572,Male,0,No,Yes,40,Yes,No,No,Yes,No internet service,No,No,Yes,Yes,Two year,Yes,Mailed check,50.52,1954.83,No
CUST-00573,Female,1,Yes,No,69,Yes,Yes,No,No,No internet service,No internet service,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),91.98,6293.47,No
CUST-00574,Male,0,No,No,60,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No,No,Month-to-month,Yes,Mailed check,43.73,2612.31,Yes
CUST-00575,Female,0,No,No,25,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),29.46,696.26,No
CUST-00576,Male,0,Yes,No,70,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),74.07,4836.31,No
CUST-00577,Female,0,No,Yes,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Mailed check,33.41,2147.45,No
CUST-00578,Female,0,No,No,28,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),113.93,2882.43,No
CUST-00579,Female,0,No,No,65,Yes,No,DSL,No,No internet service,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),18.05,1088.73,Yes
CUST-00580,Female,0,No,No,18,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),95.08,1601.06,Yes
CUST-00581,Male,0,No,No,67,Yes,No phone service,DSL,No internet service,No internet service,No,No,No internet service,Yes,Month-to-month,No,Mailed check,46.51,2816.05,No
CUST-00582,Female,0,No,No,57,Yes,No phone service,No,No,No,No internet service,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),104.3,5875.31,No
CUST-00583,Female,0,No,No,69,Yes,Yes,No,No internet service,Yes,Yes,No internet service,No internet service,Yes,One year,No,Mailed check,24.14,1640.32,No
CUST-00584,Female,1,No,No,56,Yes,No phone service,No,Yes,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,Mailed check,115.21,5968.85,No
CUST-00585,Male,0,Yes,No,36,Yes,No,No,No internet service,No,No internet service,No internet service,No internet service,Yes,One year,No,Credit card (automatic),28.34,1000.1,No
CUST-00586,Female,0,Yes,No,60,Yes,No phone service,No,No,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,98.36,5781.33,No
CUST-00587,Male,0,No,Yes,29,Yes,No,Fiber optic,Yes,Yes,No internet service,No,Yes,Yes,Two year,No,Mailed check,70.77,1915.85,No
CUST-00588,Female,0,No,No,70,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,61.9,4201.74,No
CUST-00589,Male,0,Yes,No,72,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),46.58,3115.6,No
CUST-00590,Male,0,No,No,24,Yes,No,No,No internet service,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,103.82,2260.02,Yes
CUST-00591,Female,1,No,Yes,64,Yes,No phone service,No,No,No,No internet service,No internet service,Yes,No,Two year,Yes,Mailed check,38.37,2334.07,No
CUST-00592,Male,0,Yes,No,5,Yes,No phone service,DSL,No,No,No internet service,Yes,No internet service,No internet service,One year,No,Mailed check,91.57,432.13,No
CUST-00593,Female,0,Yes,No,17,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,63.47,986.0,Yes
CUST-00594,Female,0,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,Yes,No,No internet service,One year,Yes,Mailed check,119.85,1023.7,Yes
CUST-00595,Female,0,No,No,10,Yes,No phone service,No,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,80.36,799.53,Yes
CUST-00596,Male,0,No,No,64,Yes,No,No,No,No internet service,No,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),28.63,1783.1,No
CUST-00597,Male,0,Yes,Yes,64,Yes,No phone service,DSL,No,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Mailed check,60.79,3788.97,No
CUST-00598,Female,0,Yes,No,51,Yes,No phone service,No,Yes,No,No internet service,Yes,No internet service,No internet service,One year,No,Bank transfer (automatic),24.76,1232.14,No
CUST-00599,Female,1,No,Yes,66,Yes,No phone service,DSL,No internet service,No internet service,No,Yes,No,No internet service,One year,No,Bank transfer (automatic),47.14,3031.79,No
CUST-00600,Male,0,Yes,Yes,30,Yes,No phone service,DSL,No internet service,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,53.02,1434.71,Yes
CUST-00601,Female,0,No,No,16,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,Yes,Yes,Two year,No,Mailed check,105.02,1667.67,No
CUST-00602,Female,0,No,No,54,Yes,Yes,No,No internet service,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Mailed check,103.47,5492.47,No
CUST-00603,Female,0,Yes,No,35,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,No internet service,One year,Yes,Electronic check,19.18,622.6,No
CUST-00604,Male,0,Yes,No,25,Yes,Yes,No,Yes,No internet service,No,No internet service,No internet service,No,One year,Yes,Credit card (automatic),72.29,1726.42,No
CUST-00605,Male,0,No,No,52,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),40.8,2039.92,No
CUST-00606,Male,0,Yes,No,16,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,No internet service,Yes,Month-to-month,No,Electronic check,50.65,740.05,Yes
CUST-00607,Female,0,Yes,Yes,24,Yes,Yes,DSL,No internet service,Yes,No,No,No,No internet service,Two year,No,Electronic check,20.21,448.85,No
CUST-00608,Female,0,Yes,No,1,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,94.47,85.24,Yes
CUST-00609,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No,No,One year,No,Credit card (automatic),114.96,453.58,No
CUST-00610,Male,1,No,No,3,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No,No internet service,One year,Yes,Mailed check,40.37,109.3,No
